dt,x,y,position,velocity,acceleration,jerk,heading
0.100000,160.522448,51.821957,165.124663,9.208698,-0.032522,0.001451,0.464290
0.100000,161.344725,52.235799,166.045209,9.205461,-0.032368,0.001545,0.468261
0.100000,162.165083,52.652775,166.965457,9.202481,-0.029802,0.025660,0.472249
0.100000,162.983507,53.072891,167.885411,9.199539,-0.029423,0.003793,0.476252
0.100000,163.799957,53.496139,168.805046,9.196349,-0.031899,-0.024761,0.480270
0.100000,164.614414,53.922523,169.724363,9.193178,-0.031709,0.001899,0.484304
0.100000,165.426864,54.352049,170.643366,9.190027,-0.031509,0.001999,0.488353
0.100000,166.237322,54.784737,171.562095,9.187284,-0.027434,0.040749,0.492417
0.100000,167.045748,55.220580,172.480523,9.184287,-0.029966,-0.025318,0.496496
0.100000,167.852115,55.659574,173.398643,9.181195,-0.030917,-0.009513,0.500590
0.100000,168.656405,56.101724,174.316455,9.178127,-0.030680,0.002375,0.504699
0.100000,169.458617,56.547041,175.233980,9.175245,-0.028821,0.018587,0.508822
0.100000,170.258749,56.995537,176.151236,9.172561,-0.026839,0.019819,0.512960
0.100000,171.056753,57.447198,177.068192,9.169563,-0.029986,-0.031473,0.517112
0.100000,171.852614,57.902027,177.984852,9.166592,-0.029710,0.002765,0.521279
0.100000,172.646319,58.360028,178.901221,9.163694,-0.028973,0.007364,0.525460
0.100000,173.437886,58.821225,179.817343,9.161223,-0.024714,0.042594,0.529654
0.100000,174.227258,59.285597,180.733176,9.158332,-0.028911,-0.041973,0.533863
0.100000,175.014420,59.753147,181.648724,9.155472,-0.028595,0.003164,0.538085
0.100000,175.799357,60.223877,182.563990,9.152664,-0.028085,0.005103,0.542321
0.100000,176.582090,60.697811,183.479023,9.150325,-0.023389,0.046962,0.546570
0.100000,177.362562,61.174928,184.393778,9.147556,-0.027689,-0.043000,0.550833
0.100000,178.140758,61.655229,185.308260,9.144823,-0.027332,0.003568,0.555108
0.100000,178.916667,62.138719,186.222479,9.142188,-0.026345,0.009867,0.559396
0.100000,179.690300,62.625415,187.136472,9.139922,-0.022665,0.036797,0.563698
0.100000,180.461607,63.115298,188.050201,9.137290,-0.026316,-0.036506,0.568011
0.100000,181.230573,63.608369,188.963670,9.134698,-0.025919,0.003973,0.572337
0.100000,181.997195,64.104636,189.876901,9.132304,-0.023941,0.019778,0.576675
0.100000,182.761466,64.604107,190.789908,9.130069,-0.022355,0.015859,0.581026
0.100000,183.523348,65.106765,191.702667,9.127589,-0.024794,-0.024387,0.585388
0.100000,184.282824,65.612612,192.615182,9.125154,-0.024356,0.004373,0.589761
0.100000,185.039902,66.121662,193.527487,9.123048,-0.021053,0.033033,0.594146
0.100000,185.794554,66.633906,194.439569,9.120821,-0.022276,-0.012234,0.598542
0.100000,186.546754,67.149336,195.351420,9.118508,-0.023124,-0.008471,0.602949
0.100000,187.296489,67.667954,196.263049,9.116288,-0.022201,0.009223,0.607367
0.100000,188.043769,68.189775,197.174490,9.114414,-0.018747,0.034540,0.611796
0.100000,188.788550,68.714780,198.085713,9.112232,-0.021814,-0.030664,0.616235
0.100000,189.530816,69.242965,198.996723,9.110101,-0.021310,0.005042,0.620684
0.100000,190.270573,69.774342,199.907548,9.108246,-0.018548,0.027621,0.625142
0.100000,191.007796,70.308905,200.818183,9.106345,-0.019011,-0.004635,0.629611
0.100000,191.742459,70.846643,201.728618,9.104356,-0.019898,-0.008873,0.634089
0.100000,192.474555,71.387557,202.638867,9.102485,-0.018705,0.011933,0.638576
0.100000,193.204084,71.931658,203.548953,9.100868,-0.016173,0.025317,0.643072
0.100000,193.931010,72.478925,204.458856,9.099026,-0.018416,-0.022429,0.647577
0.100000,194.655319,73.029357,205.368580,9.097241,-0.017851,0.005652,0.652090
0.100000,195.377016,73.582965,206.278157,9.095764,-0.014767,0.030839,0.656612
0.100000,196.096072,74.139733,207.187570,9.094131,-0.016329,-0.015618,0.661141
0.100000,196.812468,74.699655,208.096820,9.092504,-0.016278,0.000506,0.665678
0.100000,197.526202,75.262736,209.005928,9.091077,-0.014270,0.020079,0.670223
0.100000,198.237260,75.828971,209.914897,9.089689,-0.013876,0.003943,0.674775
0.100000,198.945616,76.398348,210.823719,9.088225,-0.014644,-0.007684,0.679333
0.100000,199.651263,76.970865,211.732407,9.086882,-0.013430,0.012149,0.683898
0.100000,200.354197,77.546526,212.640979,9.085715,-0.011666,0.017632,0.688470
0.100000,201.054391,78.125315,213.549421,9.084420,-0.012955,-0.012883,0.693048
0.100000,201.751831,78.707225,214.457740,9.083190,-0.012293,0.006617,0.697632
0.100000,202.446522,79.292267,215.365962,9.082224,-0.009660,0.026324,0.702221
0.100000,203.138433,79.880419,216.274072,9.081103,-0.011214,-0.015540,0.706815
0.100000,203.827553,80.471677,217.182077,9.080047,-0.010561,0.006534,0.711415
0.100000,204.513880,81.066044,218.089997,9.079195,-0.008511,0.020497,0.716019
0.100000,205.197394,81.663507,218.997825,9.078287,-0.009087,-0.005754,0.720627
0.100000,205.878080,82.264057,219.905566,9.077411,-0.008762,0.003244,0.725240
0.100000,206.555934,82.867693,220.813235,9.076689,-0.007212,0.015499,0.729857
0.100000,207.230941,83.474407,221.720833,9.075983,-0.007067,0.001453,0.734477
0.100000,207.903084,84.084187,222.628362,9.075290,-0.006928,0.001387,0.739100
0.100000,208.572358,84.697030,223.535834,9.074715,-0.005746,0.011824,0.743726
0.100000,209.238751,85.312929,224.443254,9.074199,-0.005160,0.005860,0.748355
0.100000,209.902248,85.931872,225.350623,9.073693,-0.005067,0.000935,0.752987
0.100000,210.562840,86.553854,226.257951,9.073279,-0.004140,0.009270,0.757620
