dt,x,y,position,velocity,acceleration,jerk,heading
0.100000,324.799076,303.722454,525.121912,2.694271,-3.045746,-0.129112,1.569081
0.100000,324.799441,303.961510,525.360968,2.390563,-3.037080,0.086662,1.569462
0.100000,324.799685,304.170253,525.569712,2.087430,-3.031324,0.057563,1.569795
0.100000,324.799838,304.348478,525.747936,1.782245,-3.051848,-0.205244,1.570078
0.100000,324.799927,304.496368,525.895827,1.478905,-3.033407,0.184417,1.570314
0.100000,324.799972,304.613906,526.013364,1.175375,-3.035300,-0.018931,1.570501
0.100000,324.799992,304.701075,526.100533,0.871691,-3.036839,-0.015392,1.570639
0.100000,324.799999,304.757864,526.157322,0.567893,-3.037981,-0.011418,1.570729
0.100000,324.800000,304.787463,526.186922,0.295994,-2.718986,3.189953,1.570776
0.100000,324.800000,304.798132,526.197590,0.106688,-1.893062,8.259234,1.570793
0.100000,324.800000,304.800000,526.199458,0.018679,-0.880093,10.129691,1.570796
0.100000,324.800000,304.800000,526.199458,0.000000,-0.186786,6.933072,1.570796
